protocol,src_port,dst_port,packet_length,timestamp,flags,src_ip,dst_ip,classification
6,47257,110,54,1436447658.895968,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447658.903621,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447658.903638,A,10.0.2.15,82.161.239.177,3
6,110,47257,1474,1436447658.937943,A,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447658.937991,A,10.0.2.15,82.161.239.177,3
6,110,47257,1334,1436447658.938035,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447658.938048,A,10.0.2.15,82.161.239.177,3
6,110,47257,352,1436447658.986354,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447658.986397,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447666.461504,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447666.461551,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447666.480904,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447666.481807,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447666.695131,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447666.734371,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447689.435921,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447689.436527,A,82.161.239.177,10.0.2.15,3
6,47257,110,1140,1436447689.436539,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447689.436643,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447689.735698,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447689.735742,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436447689.928182,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447689.928227,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447689.931611,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447689.931894,A,82.161.239.177,10.0.2.15,3
6,110,47257,1474,1436447696.486984,A,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447696.526322,A,10.0.2.15,82.161.239.177,3
6,110,47257,719,1436447696.526768,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447696.526814,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447696.593639,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447696.593668,A,10.0.2.15,82.161.239.177,3
6,110,47257,818,1436447696.626474,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447696.626518,A,10.0.2.15,82.161.239.177,3
6,47257,110,1111,1436447714.342935,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447714.343191,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447714.580741,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447714.580787,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436447714.775184,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447714.775228,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447714.876052,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447714.876092,A,10.0.2.15,82.161.239.177,3
6,110,47257,789,1436447714.968274,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447714.968315,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447716.825819,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447716.825863,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447716.834163,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447716.834419,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447717.144666,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447717.183634,A,10.0.2.15,82.161.239.177,3
6,47257,110,1514,1436447718.622217,A,10.0.2.15,82.161.239.177,3
6,47257,110,165,1436447718.622571,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447718.622966,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447719.067739,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447719.067786,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447719.096217,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447719.096241,A,10.0.2.15,82.161.239.177,3
6,110,47257,789,1436447719.237241,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447719.237280,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447738.624904,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447738.625194,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447738.854148,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447738.854194,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447738.856057,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447738.856446,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447738.856594,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447738.856889,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447739.063098,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447739.102588,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447739.225526,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447739.225578,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447739.225649,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447739.225667,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447739.235729,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447739.235748,A,10.0.2.15,82.161.239.177,3
6,110,47257,174,1436447739.253251,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447739.253267,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447739.272747,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447739.272926,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447739.520978,PA,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447739.533390,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447739.534276,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447739.534295,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447739.534567,A,82.161.239.177,10.0.2.15,3
6,47257,110,1514,1436447739.535019,A,10.0.2.15,82.161.239.177,3
6,47257,110,165,1436447739.535290,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447739.535476,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447739.675112,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447739.713656,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447739.915378,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447739.915424,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447739.918861,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447739.919108,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447740.947224,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447740.947504,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447741.142392,PA,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447741.144535,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447741.144790,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447741.144919,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447741.145168,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447741.355716,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447741.394676,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447741.394716,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447741.394737,A,10.0.2.15,82.161.239.177,3
6,110,47257,1303,1436447741.535779,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447741.535818,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447741.557086,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447741.557495,A,82.161.239.177,10.0.2.15,3
6,47257,110,1111,1436447741.558645,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447741.558880,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447741.957634,PA,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447741.959351,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447741.959539,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447758.630643,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447758.631495,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447758.631516,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447758.631888,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447758.859242,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447758.898518,A,10.0.2.15,82.161.239.177,3
6,110,47257,1474,1436447759.072476,A,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447759.072517,A,10.0.2.15,82.161.239.177,3
6,110,47257,719,1436447759.072559,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447759.072574,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436447759.213854,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447759.213902,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447765.306661,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447765.307181,A,82.161.239.177,10.0.2.15,3
6,110,47257,1111,1436447767.202104,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447767.202148,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447767.202482,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447767.202731,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447767.212475,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447767.213032,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447767.551697,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447767.589654,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447817.651438,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447817.651483,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447817.665687,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447817.666112,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447817.858484,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447817.898905,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447819.858838,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447819.858901,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447859.231643,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447859.232150,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447859.232314,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447859.232637,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447859.233216,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447859.233474,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447859.433467,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447859.433511,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447859.433897,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447859.434271,A,82.161.239.177,10.0.2.15,3
6,110,47257,1404,1436447859.574303,PA,82.161.239.177,10.0.2.15,3
6,110,47257,818,1436447859.575458,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447859.575474,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447859.715653,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447859.754384,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447867.965644,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447867.965702,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447867.978022,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447867.978654,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447868.176341,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447868.214621,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447909.354114,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447909.354165,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447909.368979,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447909.369271,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447909.557629,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447909.594348,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447929.762176,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447929.762223,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447959.672980,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447959.673163,A,10.0.2.15,82.161.239.177,3
6,47257,110,1111,1436447959.685586,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447959.685705,A,82.161.239.177,10.0.2.15,3
6,47257,110,1111,1436447959.732116,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447959.732373,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447959.899598,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447959.937659,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436447960.088354,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447960.088415,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447960.099029,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447960.099047,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436447960.131954,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447960.131978,A,10.0.2.15,82.161.239.177,3
6,110,47257,525,1436447960.240655,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447960.240700,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447971.308935,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447971.309259,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447971.472736,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447971.472783,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447971.476683,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447971.476930,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447971.901061,PA,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447971.906593,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447971.906907,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447972.273794,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447972.309647,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447973.311064,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447973.312245,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447973.473149,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447973.473193,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447973.477222,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447973.478161,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447973.717766,PA,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436447973.722086,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447973.722097,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447974.148421,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447974.186216,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436447981.390898,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447981.390942,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436447981.929402,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447981.929442,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436447982.124095,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447982.124141,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447996.302137,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447996.302500,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436447996.527072,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436447996.527120,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436447996.527485,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436447996.527771,A,82.161.239.177,10.0.2.15,3
6,110,47257,1111,1436448009.992540,PA,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436448010.007978,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448010.008390,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448010.196246,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448010.234573,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436448051.258293,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448051.258726,A,82.161.239.177,10.0.2.15,3
6,47257,110,1111,1436448051.258889,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448051.259538,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448051.459762,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448051.459812,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436448051.524621,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448051.524665,A,10.0.2.15,82.161.239.177,3
6,110,47257,1332,1436448051.652019,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448051.652065,A,10.0.2.15,82.161.239.177,3
0,0,0,42,1436448056.270580,0,0.0.0.0,0.0.0.0,3
0,0,0,60,1436448056.270870,0,0.0.0.0,0.0.0.0,3
6,47257,110,597,1436448060.259339,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448060.260136,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436448060.260154,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448060.260405,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448060.483841,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448060.483891,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436448060.657315,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448060.657361,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436448060.659247,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448060.659268,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436448060.665752,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448060.666853,A,82.161.239.177,10.0.2.15,3
6,110,47257,496,1436448060.675073,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448060.714637,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436448060.888802,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448060.888850,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436448110.979954,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448110.979999,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436448110.991998,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448110.992834,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448111.186394,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448111.225866,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436448161.284778,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448161.284827,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436448161.301814,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448161.302576,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448161.471757,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448161.509668,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436448161.662269,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448161.662320,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436448211.602816,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448211.602857,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436448211.610789,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448211.611012,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448211.814063,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448211.855775,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436448230.509090,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448230.509140,A,10.0.2.15,82.161.239.177,3
6,110,47257,275,1436448230.509652,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448230.509663,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436448230.509984,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448230.510100,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436448230.708866,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448230.709657,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448230.968898,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448231.006341,A,10.0.2.15,82.161.239.177,3
6,110,47257,1111,1436448231.160712,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448231.160755,A,10.0.2.15,82.161.239.177,3
6,47257,110,1111,1436448232.111482,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448232.111740,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448232.347189,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448232.347230,A,10.0.2.15,82.161.239.177,3
6,47257,110,1111,1436448239.792633,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448239.793423,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436448239.793437,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448239.793525,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436448239.801250,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448239.801933,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448240.040943,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448240.040995,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436448240.112962,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448240.113006,A,10.0.2.15,82.161.239.177,3
6,47257,110,1111,1436448240.146985,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448240.147296,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436448240.147404,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448240.147511,A,82.161.239.177,10.0.2.15,3
6,110,47257,1332,1436448240.234219,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448240.274806,A,10.0.2.15,82.161.239.177,3
6,110,47257,1140,1436448240.427410,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448240.427463,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436448240.596344,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448240.596384,A,10.0.2.15,82.161.239.177,3
6,110,47257,789,1436448240.618223,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448240.618247,A,10.0.2.15,82.161.239.177,3
6,47257,110,597,1436448241.214910,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448241.215232,A,82.161.239.177,10.0.2.15,3
6,47257,110,597,1436448241.215365,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448241.215507,A,82.161.239.177,10.0.2.15,3
6,47257,110,1111,1436448241.335498,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448241.335818,A,82.161.239.177,10.0.2.15,3
6,47257,110,1111,1436448241.335979,PA,10.0.2.15,82.161.239.177,3
6,110,47257,60,1436448241.336957,A,82.161.239.177,10.0.2.15,3
6,110,47257,597,1436448241.425611,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448241.425649,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436448241.615040,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448241.615086,A,10.0.2.15,82.161.239.177,3
6,110,47257,1404,1436448241.658461,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448241.658499,A,10.0.2.15,82.161.239.177,3
6,110,47257,818,1436448241.799372,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448241.799420,A,10.0.2.15,82.161.239.177,3
6,110,47257,1474,1436448242.381149,A,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448242.381192,A,10.0.2.15,82.161.239.177,3
6,110,47257,205,1436448242.381236,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448242.381251,A,10.0.2.15,82.161.239.177,3
6,110,47257,597,1436448242.519854,PA,82.161.239.177,10.0.2.15,3
6,47257,110,54,1436448242.519898,A,10.0.2.15,82.161.239.177,3
